title,site,link 
,Google News,http://www.nbcnews.com/storyline/the-big-questions/earth-sized-telescope-may-let-us-see-black-hole-first-n742101
Lifestyle,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/pop-culture/lifestyle
Investigations,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/investigations
More,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/investigations
,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/investigations
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news/trump-s-made-america-slogan-doesn-t-fit-ivanka-s-n743056
U.S. news,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news/steve-bannon-removed-national-security-council-n742926
U.S. news,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news
,Google News,https://www.newsledge.com/telescopes-plan-to-image-black-hole-for-first-time/
See all 42 sources »,Google News,/news/more?ncl=d4IKijMLsMWWxBMreY_oAWoXIrL5M&authuser=0&ned=us&topic=snc
" Event Horizon Telescope »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Event+Horizon+Telescope&ict=clu_bl
" Milky Way »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Milky+Way&ict=clu_bl
,Google News,https://www.washingtonpost.com/news/energy-environment/wp/2017/04/06/fasten-your-seatbelts-climate-change-could-increase-air-turbulence/
See realtime coverage,Google News,/news/rtc?ncl=dVTq5jQ8ZMuHRzM-OqLMBI20eOwjM&authuser=0&ned=us&topic=snc
,Google News,https://www.washingtonpost.com/news/energy-environment/wp/2017/04/06/fasten-your-seatbelts-climate-change-could-increase-air-turbulence/
,Google News,
" Clear-air turbulence »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Clear-air+turbulence&ict=clu_bl
,Google News,http://nypost.com/2017/04/06/global-warming-means-dangerously-rocky-rides-for-fliers/
,Google News,http://www.upi.com/Science_News/2017/04/06/As-CO2-levels-increase-airplane-rides-may-get-bumpier/2701491501784/
"
                            ,
                            ,
                          ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news/steve-bannon-removed-national-security-council-n742926
"
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news/steve-bannon-removed-national-security-council-n742926
U.S. news,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news
"
                          ,
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/storyline/syrias-suffering-families/u-s-military-officials-syrian-aircraft-dropped-chemical-weapons-civilians-n743431
"
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/storyline/syrias-suffering-families/u-s-military-officials-syrian-aircraft-dropped-chemical-weapons-civilians-n743431
"
                          ,
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/storyline/lethal-injection/arkansas-executions-judge-blocks-1-won-t-stop-7-others-n743501
"
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/storyline/lethal-injection/arkansas-executions-judge-blocks-1-won-t-stop-7-others-n743501
Lethal Injection,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/storyline/lethal-injection
"
                            ,
                            ,
                          ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/storyline/lethal-injection/arkansas-executions-parole-board-urges-mercy-one-eight-condemned-die-n743101
See all 29 sources »,Google News,/news/more?ncl=dVTq5jQ8ZMuHRzM-OqLMBI20eOwjM&authuser=0&ned=us&topic=snc
" Clear-air turbulence »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Clear-air+turbulence&ict=clu_bl
More Science stories,Google News,javascript:void(0);
,Google News,/news/section?cf=all&pz=1&ned=us&topic=m
,Google News,http://www.foxnews.com/health/2017/04/06/more-than-20-percent-us-adults-have-high-risk-hpv.html
See realtime coverage,Google News,/news/rtc?ncl=d8YHjB5TpNrOwXM4eXvFW7HcrsSDM&authuser=0&ned=us&topic=m
,Google News,http://www.foxnews.com/health/2017/04/06/more-than-20-percent-us-adults-have-high-risk-hpv.html
,Google News,
" HPV vaccines »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=HPV+vaccines&ict=clu_bl
"
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/storyline/lethal-injection/arkansas-executions-parole-board-urges-mercy-one-eight-condemned-die-n743101
Lethal Injection,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/storyline/lethal-injection
"
                            ,
                            ,
                          ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/world/u-s-officials-syria-gas-attack-consistent-nerve-agent-n742981
"
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/world/u-s-officials-syria-gas-attack-consistent-nerve-agent-n742981
World,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/world
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/storyline/lethal-injection/arkansas-executions-parole-board-urges-mercy-one-eight-condemned-die-n743101
"
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/storyline/lethal-injection/arkansas-executions-parole-board-urges-mercy-one-eight-condemned-die-n743101
Lethal Injection,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/storyline/lethal-injection
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/world/u-s-officials-syria-gas-attack-consistent-nerve-agent-n742981
,Google News,https://www.nytimes.com/2017/04/06/health/hpv-virus-survey-united-states.html
,Google News,https://www.washingtonpost.com/news/to-your-health/wp/2017/04/06/more-than-1-in-5-u-s-adults-were-infected-by-a-type-of-high-risk-hpv-cdc-report-shows/
,Google News,https://www.cdc.gov/nchs/data/databriefs/db280.pdf
See all 51 sources »,Google News,/news/more?ncl=d8YHjB5TpNrOwXM4eXvFW7HcrsSDM&authuser=0&ned=us&topic=m
" HPV vaccines »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=HPV+vaccines&ict=clu_bl
,Google News,http://www.nbcnews.com/health/health-news/fda-approves-23andme-s-home-dna-tests-10-diseases-n743416
See realtime coverage,Google News,/news/rtc?ncl=d5xsvtHT5-f5FKM2OtG9th0fzE52M&authuser=0&ned=us&topic=m
,Google News,http://www.nbcnews.com/health/health-news/fda-approves-23andme-s-home-dna-tests-10-diseases-n743416
,Google News,
"
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/world/u-s-officials-syria-gas-attack-consistent-nerve-agent-n742981
World,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/world
"
                      ,
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/video/an-aed-saved-bob-harper-but-could-you-find-one-in-an-emergency-914401859854
"
                    ,
                  ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/video/an-aed-saved-bob-harper-but-could-you-find-one-in-an-emergency-914401859854
"
                        TODAY.com
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/video/an-aed-saved-bob-harper-but-could-you-find-one-in-an-emergency-914401859854
"
                      ,
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news/convicted-scammer-creates-federal-pacs-prison-n742836
"
                    ,
                  ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news/convicted-scammer-creates-federal-pacs-prison-n742836
U.S. news,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news
"
                      ,
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news/teenage-isis-recruit-zakaryia-abdin-eyed-orlando-style-attack-feds-n742686
" 23andMe »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=23andMe&ict=clu_bl
" Food and Drug Administration »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Food+and+Drug+Administration&ict=clu_bl
,Google News,https://www.forbes.com/sites/matthewherper/2017/04/06/23andme-rides-again-fda-clears-genetic-tests-to-predict-disease-risk/
,Google News,http://time.com/4729600/fda-approval-23andme-dna-tests/
,Google News,https://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm551185.htm
See all 35 sources »,Google News,/news/more?ncl=d5xsvtHT5-f5FKM2OtG9th0fzE52M&authuser=0&ned=us&topic=m
" 23andMe »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=23andMe&ict=clu_bl
" Food and Drug Administration »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Food+and+Drug+Administration&ict=clu_bl
,Google News,http://www.cnn.com/2017/04/06/health/albuterol-inhaler-recall/
See realtime coverage,Google News,/news/rtc?ncl=d9PqhYuekvykNlMzulyWscwaKQTpM&authuser=0&ned=us&topic=m
"
                    ,
                  ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news/teenage-isis-recruit-zakaryia-abdin-eyed-orlando-style-attack-feds-n742686
U.S. news,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.nbcnews.com/card/gymnastics-doctors-accusers-file-suit-overturn-gag-order-n742626
"
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.nbcnews.com/card/gymnastics-doctors-accusers-file-suit-overturn-gag-order-n742626
"
                          Intel Desk
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.nbcnews.com/card/gymnastics-doctors-accusers-file-suit-overturn-gag-order-n742626
NBC OUT,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/feature/nbc-out
More,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/feature/nbc-out
,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/feature/nbc-out
